,Name,Team,Position,Height,Weight,Age
833,Prince_Fielder,MLW,First_Baseman,72,260.0,22.81
834,Rickie_Weeks,MLW,Second_Baseman,72,195.0,24.46
835,Tony_Graffanino,MLW,Second_Baseman,73,190.0,34.73
836,Craig_Counsell,MLW,Shortstop,72,184.0,36.53
837,J.J._Hardy,MLW,Shortstop,74,180.0,24.53
838,Bill_Hall,MLW,Shortstop,72,195.0,27.17
839,Vinny_Rottino,MLW,Third_Baseman,72,195.0,26.9
840,Corey_Koskie,MLW,Third_Baseman,75,219.0,33.67
841,Kevin_Mench,MLW,Outfielder,72,225.0,29.14
842,Geoff_Jenkins,MLW,Outfielder,73,212.0,32.61
843,Brady_Clark,MLW,Outfielder,74,202.0,33.87
844,Tony_Gwynn_Jr.,MLW,Outfielder,72,185.0,24.41
845,Corey_Hart,MLW,Outfielder,78,200.0,24.94
846,Gabe_Gross,MLW,Outfielder,75,209.0,27.36
847,Laynce_Nix,MLW,Outfielder,72,200.0,26.33
848,Drew_Anderson,MLW,Outfielder,74,195.0,25.72
849,Claudio_Vargas,MLW,Starting_Pitcher,75,228.0,28.7
850,Chris_Capuano,MLW,Starting_Pitcher,75,210.0,28.53
851,Ben_Hendrickson,MLW,Starting_Pitcher,76,190.0,26.07
852,Dave_Bush,MLW,Starting_Pitcher,74,212.0,27.31
853,Carlos_Villanueva,MLW,Starting_Pitcher,74,190.0,23.26
854,Ben_Sheets,MLW,Starting_Pitcher,73,218.0,28.62
855,Jeff_Suppan,MLW,Starting_Pitcher,74,220.0,32.16
856,Brian_Shouse,MLW,Relief_Pitcher,71,190.0,38.43
857,Francisco_Cordero,MLW,Relief_Pitcher,74,235.0,31.81
858,Derrick_Turnbow,MLW,Relief_Pitcher,75,210.0,29.1
859,Matt_Wise,MLW,Relief_Pitcher,76,200.0,31.28
860,Grant_Balfour,MLW,Relief_Pitcher,74,188.0,29.17
861,Dennis_Sarfate,MLW,Relief_Pitcher,76,210.0,25.89
862,Jose_Capellan,MLW,Relief_Pitcher,76,235.0,26.13
863,Greg_Aquino,MLW,Relief_Pitcher,73,188.0,29.13
864,Josh_Bard,SD,Catcher,75,215.0,28.92
865,Rob_Bowen,SD,Catcher,75,216.0,26.01
866,Adrian_Gonzalez,SD,First_Baseman,74,220.0,24.81
867,Marcus_Giles,SD,Second_Baseman,68,180.0,28.79
868,Todd_Walker,SD,Second_Baseman,72,185.0,33.77
869,Geoff_Blum,SD,Shortstop,75,200.0,33.85
870,Khalil_Greene,SD,Shortstop,71,210.0,27.36
871,Paul_McAnulty,SD,Outfielder,70,220.0,26.01
872,Terrmel_Sledge,SD,Outfielder,72,185.0,29.95
873,Jack_Cust,SD,Outfielder,73,231.0,28.12
874,Jose_Cruz_Jr.,SD,Outfielder,72,210.0,32.87
875,Russell_Branyan,SD,Outfielder,75,195.0,31.2
876,Mike_Cameron,SD,Outfielder,74,200.0,34.14
877,Brian_Giles,SD,Outfielder,70,205.0,36.11
878,Kevin_Kouzmanoff,SD,Designated_Hitter,73,200.0,25.6
879,Mike_Thompson,SD,Starting_Pitcher,76,200.0,26.31
880,Clay_Hensley,SD,Starting_Pitcher,71,190.0,27.5
881,Chris_Young,SD,Starting_Pitcher,82,250.0,27.77
882,Greg_Maddux,SD,Starting_Pitcher,72,185.0,40.88
883,Jake_Peavy,SD,Starting_Pitcher,73,180.0,25.75
884,Scott_Cassidy,SD,Relief_Pitcher,74,170.0,31.41
885,Scott_Strickland,SD,Relief_Pitcher,71,180.0,30.84
886,Scott_Linebrink,SD,Relief_Pitcher,75,208.0,30.57
887,Doug_Brocail,SD,Relief_Pitcher,77,235.0,39.79
888,Trevor_Hoffman,SD,Relief_Pitcher,72,215.0,39.38
889,Heath_Bell,SD,Relief_Pitcher,74,244.0,29.42
890,Royce_Ring,SD,Relief_Pitcher,72,220.0,26.19
891,Cla_Meredith,SD,Relief_Pitcher,73,185.0,23.74
892,Andrew_Brown,SD,Relief_Pitcher,78,230.0,26.03
893,Mike_Adams,SD,Relief_Pitcher,77,190.0,28.59
894,Justin_Hampson,SD,Relief_Pitcher,73,200.0,26.77
895,Kevin_Cameron,SD,Relief_Pitcher,73,180.0,27.21
896,Ryan_Ketchner,SD,Relief_Pitcher,73,190.0,24.87
897,Brian_Schneider,WAS,Catcher,73,196.0,30.26
898,Jesus_Flores,WAS,Catcher,73,180.0,22.34
899,Larry_Broadway,WAS,First_Baseman,76,230.0,26.2
900,Nick_Johnson,WAS,First_Baseman,75,224.0,28.45
901,Bernie_Castro,WAS,Second_Baseman,70,160.0,27.63
902,Josh_Wilson,WAS,Shortstop,73,178.0,25.93
903,Cristian_Guzman,WAS,Shortstop,72,205.0,28.94
904,Felipe_Lopez,WAS,Shortstop,73,185.0,26.8
905,Ryan_Zimmerman,WAS,Third_Baseman,75,210.0,22.42
906,Nook_Logan,WAS,Outfielder,74,180.0,27.26
907,Ryan_Church,WAS,Outfielder,73,190.0,28.38
908,Kory_Casto,WAS,Outfielder,73,200.0,25.23
909,Mike_Restovich,WAS,Outfielder,76,257.0,28.16
910,Alex_Escobar,WAS,Outfielder,73,190.0,28.48
911,Austin_Kearns,WAS,Outfielder,75,220.0,26.78
912,Chris_Snelling,WAS,Outfielder,70,165.0,25.24
913,Billy_Traber,WAS,Starting_Pitcher,77,205.0,27.45
914,Tim_Redding,WAS,Starting_Pitcher,72,200.0,29.05
915,John_Patterson,WAS,Starting_Pitcher,77,208.0,29.08
916,Shawn_Hill,WAS,Starting_Pitcher,74,185.0,25.84
917,Joel_Hanrahan,WAS,Starting_Pitcher,75,215.0,25.4
918,Mike_O'Connor,WAS,Starting_Pitcher,75,170.0,26.54
919,Emiliano_Fruto,WAS,Relief_Pitcher,75,235.0,22.73
920,Chris_Schroder,WAS,Relief_Pitcher,75,210.0,28.53
921,Brett_Campbell,WAS,Relief_Pitcher,72,170.0,25.37
922,Beltran_Perez,WAS,Relief_Pitcher,74,180.0,25.35
923,Levale_Speigner,WAS,Relief_Pitcher,71,170.0,26.43
924,Jason_Bergmann,WAS,Relief_Pitcher,76,190.0,25.43
925,Saul_Rivera,WAS,Relief_Pitcher,71,150.0,29.23
926,Chris_Booker,WAS,Relief_Pitcher,75,230.0,30.22
927,Micah_Bowie,WAS,Relief_Pitcher,76,203.0,32.3
928,Jon_Rauch,WAS,Relief_Pitcher,83,260.0,28.42
929,Jerome_Williams,WAS,Relief_Pitcher,75,246.0,25.24
930,Luis_Ayala,WAS,Relief_Pitcher,74,186.0,29.13
931,Ryan_Wagner,WAS,Relief_Pitcher,76,210.0,24.63
932,Chad_Cordero,WAS,Relief_Pitcher,72,198.0,24.95
933,Humberto_Cota,PIT,Catcher,72,210.0,28.06
934,Ronny_Paulino,PIT,Catcher,75,215.0,25.86
935,Adam_LaRoche,PIT,First_Baseman,75,180.0,27.32
936,Ryan_Doumit,PIT,First_Baseman,72,200.0,25.91
937,Brad_Eldred,PIT,First_Baseman,77,245.0,26.63
938,Jose_Castillo,PIT,Second_Baseman,73,200.0,25.95
939,Jack_Wilson,PIT,Shortstop,72,192.0,29.17
940,Freddy_Sanchez,PIT,Third_Baseman,70,192.0,29.19
941,Jason_Bay,PIT,Outfielder,74,200.0,28.44
942,Jose_Bautista,PIT,Outfielder,72,192.0,26.36
943,Xavier_Nady,PIT,Outfielder,74,205.0,28.29
944,Jody_Gerut,PIT,Outfielder,72,190.0,29.45
945,Nate_McLouth,PIT,Outfielder,71,186.0,25.34
946,Chris_Duffy,PIT,Outfielder,70,170.0,26.86
947,Rajai_Davis,PIT,Outfielder,71,197.0,26.36
948,Shane_Youman,PIT,Starting_Pitcher,76,219.0,27.39
949,Yoslan_Herrera,PIT,Starting_Pitcher,74,200.0,25.84
950,Josh_Shortslef,PIT,Starting_Pitcher,76,220.0,25.08
951,Zach_Duke,PIT,Starting_Pitcher,74,207.0,23.87
952,Paul_Maholm,PIT,Starting_Pitcher,74,225.0,24.68
953,Tom_Gorzelanny,PIT,Starting_Pitcher,74,207.0,24.64
954,Shawn_Chacon,PIT,Starting_Pitcher,75,212.0,29.19
955,Tony_Armas_Jr.,PIT,Starting_Pitcher,75,225.0,28.84
956,Ian_Snell,PIT,Starting_Pitcher,71,170.0,25.33
957,Sean_Burnett,PIT,Starting_Pitcher,71,190.0,24.45
958,John_Grabow,PIT,Relief_Pitcher,74,210.0,28.32
959,Marty_McLeary,PIT,Relief_Pitcher,77,230.0,32.34
960,Salomon_Torres,PIT,Relief_Pitcher,71,210.0,34.97
961,Damaso_Marte,PIT,Relief_Pitcher,74,200.0,32.04
962,Matt_Capps,PIT,Relief_Pitcher,75,238.0,23.49
963,Josh_Sharpless,PIT,Relief_Pitcher,77,234.0,26.09
964,Bryan_Bullington,PIT,Relief_Pitcher,76,222.0,26.41
965,Jonah_Bayliss,PIT,Relief_Pitcher,74,200.0,26.55
966,Brian_Rogers,PIT,Relief_Pitcher,76,190.0,24.62
967,Juan_Perez,PIT,Relief_Pitcher,72,170.0,28.49
968,Bengie_Molina,SF,Catcher,71,220.0,32.61
969,Eliezer_Alfonzo,SF,Catcher,72,223.0,28.06
970,Lance_Niekro,SF,First_Baseman,75,210.0,28.08
971,Mark_Sweeney,SF,First_Baseman,73,215.0,37.34
972,Ray_Durham,SF,Second_Baseman,68,196.0,35.25
973,Kevin_Frandsen,SF,Second_Baseman,72,175.0,24.77
974,Omar_Vizquel,SF,Shortstop,69,175.0,39.85
975,Rich_Aurilia,SF,Third_Baseman,73,189.0,35.49
976,Pedro_Feliz,SF,Third_Baseman,73,205.0,31.84
977,Todd_Linden,SF,Outfielder,75,210.0,26.67
978,Dave_Roberts,SF,Outfielder,70,180.0,34.75
979,Jason_Ellison,SF,Outfielder,70,180.0,28.91
980,Randy_Winn,SF,Outfielder,74,197.0,32.73
981,Ryan_Klesko,SF,Outfielder,75,220.0,35.72
982,Barry_Bonds,SF,Outfielder,74,228.0,42.6
983,Fred_Lewis,SF,Outfielder,74,190.0,26.22
984,Kelyn_Acosta,SF,Starting_Pitcher,73,204.0,21.85
985,Jonathan_Sanchez,SF,Starting_Pitcher,74,165.0,24.28
986,Matt_Cain,SF,Starting_Pitcher,75,216.0,22.41
987,Matt_Morris,SF,Starting_Pitcher,77,220.0,32.56
988,Russ_Ortiz,SF,Starting_Pitcher,73,208.0,32.74
989,Noah_Lowry,SF,Starting_Pitcher,74,210.0,26.39
990,Barry_Zito,SF,Starting_Pitcher,76,215.0,28.8
991,Vinnie_Chulk,SF,Relief_Pitcher,74,195.0,28.2
992,Kevin_Correia,SF,Relief_Pitcher,75,200.0,26.52
993,Steve_Kline,SF,Relief_Pitcher,73,215.0,34.52
994,Armando_Benitez,SF,Relief_Pitcher,76,229.0,34.32
995,Scott_Munter,SF,Relief_Pitcher,78,240.0,26.98
996,Jack_Taschner,SF,Relief_Pitcher,75,207.0,28.86
997,Brian_Wilson,SF,Relief_Pitcher,73,205.0,24.96
998,Merkin_Valdez,SF,Relief_Pitcher,77,208.0,25.3
999,Brad_Hennessey,SF,Relief_Pitcher,74,185.0,27.06
1000,Billy_Sadler,SF,Relief_Pitcher,72,190.0,25.44
1001,Pat_Misch,SF,Relief_Pitcher,74,170.0,25.53
1002,Gary_Bennett,STL,Catcher,72,208.0,34.87
1003,Yadier_Molina,STL,Catcher,71,225.0,24.63
1004,John_Nelson,STL,First_Baseman,73,190.0,27.99
1005,Albert_Pujols,STL,First_Baseman,75,225.0,27.12
1006,Adam_Kennedy,STL,Second_Baseman,73,185.0,31.14
1007,Aaron_Miles,STL,Second_Baseman,67,180.0,30.21
1008,David_Eckstein,STL,Shortstop,67,165.0,32.11
1009,Scott_Rolen,STL,Third_Baseman,76,240.0,31.91
1010,Scott_Spiezio,STL,Third_Baseman,74,220.0,34.44
1011,Jim_Edmonds,STL,Outfielder,73,212.0,36.68
1012,So_Taguchi,STL,Outfielder,70,163.0,37.66
1013,Juan_Encarnacion,STL,Outfielder,75,215.0,30.98
1014,Skip_Schumaker,STL,Outfielder,70,175.0,27.07
1015,John_Rodriguez,STL,Outfielder,72,205.0,29.11
1016,Chris_Duncan,STL,Outfielder,77,210.0,25.82
1017,Adam_Wainwright,STL,Starting_Pitcher,79,205.0,25.5
1018,Mark_Mulder,STL,Starting_Pitcher,78,208.0,29.57
1019,Anthony_Reyes,STL,Starting_Pitcher,74,215.0,25.37
1020,Ryan_Franklin,STL,Starting_Pitcher,75,180.0,33.99
1021,Kip_Wells,STL,Starting_Pitcher,75,200.0,29.86
1022,Chris_Carpenter,STL,Starting_Pitcher,78,230.0,31.84
1023,Russ_Springer,STL,Relief_Pitcher,76,211.0,38.31
1024,Jason_Isringhausen,STL,Relief_Pitcher,75,230.0,34.48
1025,Ricardo_Rincon,STL,Relief_Pitcher,69,190.0,36.88
1026,Braden_Looper,STL,Relief_Pitcher,75,220.0,32.34
1027,Randy_Flores,STL,Relief_Pitcher,72,180.0,31.58
1028,Josh_Hancock,STL,Relief_Pitcher,75,205.0,28.89
1029,Brad_Thompson,STL,Relief_Pitcher,73,190.0,25.08
1030,Tyler_Johnson,STL,Relief_Pitcher,74,180.0,25.73
1031,Chris_Narveson,STL,Relief_Pitcher,75,205.0,25.19
1032,Randy_Keisler,STL,Relief_Pitcher,75,190.0,31.01
1033,Josh_Kinney,STL,Relief_Pitcher,73,195.0,27.92
